tokens,segmenter_one,segmenter_two,segmenter_three
waadonsela,w-a-donsel-a,w-a-donsel-a,wa-donsel-a
waadubula,w-a-dubul-a,w-a-dubul-a,wa-dubul-a
waaduduzwa,w-a-duduzw-a,w-a-duduzw-a,wa-duduzw-a
waadumisa,w-a-dumis-a,w-a-dumis-a,wa-dumis-a
waafa,w-a-f-a,w-a-f-a,wa-f-a
waafaka,w-a-fak-a,w-a-fak-a,wa-fak-a
waafakazela,w-a-fakazel-a,w-a-fakazel-a,wa-fakazel-a
waafanekisela,w-a-fanekisel-a,w-a-fanekisel-a,wa-fanekisel-a
waafanisa,w-a-fanis-a,w-a-fanis-a,wa-fanis-a
waafeza,w-a-fez-a,w-a-fez-a,wa-fez-a
waafezwa,w-a-fezw-a,w-a-fezw-a,wa-fezw-a
waafica,w-a-fic-a,w-a-fic-a,wa-fic-a
waafihla,w-a-fihl-a,w-a-fihl-a,wa-fihl-a
waafika,w-a-fik-a,w-a-fik-a,wa-fik-a
waafikelwa,w-a-fikelw-a,w-a-fikelw-a,wa-fikelw-a
waafingqa,w-a-fingq-a,w-a-fingq-a,wa-fingq-a
waafinyelela,w-a-finyelel-a,w-a-finyelel-a,wa-finyelel-a
waafumana,w-a-fuman-a,w-a-fuman-a,wa-fuman-a
waafuna,w-a-fun-a,w-a-fun-a,wa-fun-a
waafunda,w-a-fund-a,w-a-fund-a,wa-fund-a
waafundisa,w-a-fundis-a,w-a-fundis-a,wa-fundis-a
waafundiswa,w-a-fundisw-a,w-a-fundisw-a,wa-fundisw-a
waafunyanwa,w-a-funyanw-a,w-a-funyanw-a,wa-funyanw-a
waafutha,w-a-futh-a,w-a-futh-a,wa-futh-a
waagcina,w-a-gcin-a,w-a-gcin-a,wa-gcin-a
waagcinwa,w-a-gcinw-a,w-a-gcinw-a,wa-gcinw-a
waagcizelela,w-a-gcizelel-a,w-a-gcizelel-a,wa-gcizelel-a
waagcoba,w-a-gcob-a,w-a-gcob-a,wa-gcob-a
waagcwala,w-a-gcwal-a,w-a-gcwal-a,wa-gcwal-a
waagcwalisa,w-a-gcwalis-a,w-a-gcwalis-a,wa-gcwalis-a
waagembula,w-a-gembul-a,w-a-gembul-a,wa-gembul-a
waageza,w-a-gez-a,w-a-gez-a,wa-gez-a
waagibela,w-a-gibel-a,w-a-gibel-a,wa-gibel-a
waagijima,w-a-gijim-a,w-a-gijim-a,wa-gijim-a
waagingqela,w-a-gingqel-a,w-a-gingqel-a,wa-gingqel-a
waagumbuqela,w-a-gumbuqel-a,w-a-gumbuqel-a,wa-gumbuqel-a
waagunyaza,w-a-gunyaz-a,w-a-gunyaz-a,wa-gunyaz-a
waaguqa,w-a-guq-a,w-a-guq-a,wa-guq-a
waaguqula,w-a-guqul-a,w-a-guqul-a,wa-guqul-a
waagxeka,w-a-gxek-a,w-a-gxek-a,wa-gxek-a
waagxilisa,w-a-gxilis-a,w-a-gxilis-a,wa-gxilis-a
waahamba,w-a-hamb-a,w-a-hamb-a,wa-hamb-a
waahambisa,w-a-hambis-a,w-a-hambis-a,wa-hambis-a
waahlaba,w-a-hlab-a,w-a-hlab-a,wa-hlab-a
waahlabeka,w-a-hlabek-a,w-a-hlabek-a,wa-hlabek-a
waahlahlela,w-a-hlahlel-a,w-a-hlahlel-a,wa-hlahlel-a
waahlala,w-a-hlal-a,w-a-hlal-a,wa-hlal-a
waahlambalaza,w-a-hlambalaz-a,w-a-hlambalaz-a,wa-hlambalaz-a
waahlanganisa,w-a-hlanganis-a,w-a-hlanganis-a,wa-hlanganis-a
waahlanganyela,w-a-hlanganyel-a,w-a-hlanganyel-a,wa-hlanganyel-a
waahlanza,w-a-hlanz-a,w-a-hlanz-a,wa-hlanz-a
waahlasela,w-a-hlasel-a,w-a-hlasel-a,wa-hlasel-a
waahlaselwa,w-a-hlaselw-a,w-a-hlaselw-a,wa-hlaselw-a
waahlatshwa,w-a-hlatshw-a,w-a-hlatshw-a,wa-hlatshw-a
waahlawulela,w-a-hlawulel-a,w-a-hlawulel-a,wa-hlawulel-a
waahlela,w-a-hlel-a,w-a-hlel-a,wa-hlel-a
waahlelwa,w-a-hlelw-a,w-a-hlelw-a,wa-hlelw-a
waahlinzwa,w-a-hlinzw-a,w-a-hlinzw-a,wa-hlinzw-a
waahlobisa,w-a-hlobis-a,w-a-hlobis-a,wa-hlobis-a
waahlohla,w-a-hlohl-a,w-a-hlohl-a,wa-hlohl-a
waahlola,w-a-hlol-a,w-a-hlol-a,wa-hlol-a
waahlongoza,w-a-hlongoz-a,w-a-hlongoz-a,wa-hlongoz-a
waahluleka,w-a-hlulek-a,w-a-hlulek-a,wa-hlulek-a
waahluthulela,w-a-hluthulel-a,w-a-hluthulel-a,wa-hluthulel-a
waahola,w-a-hol-a,w-a-hol-a,wa-hol-a
waaholela,w-a-holel-a,w-a-holel-a,wa-holel-a
waahosha,w-a-hosh-a,w-a-hosh-a,wa-hosh-a
waahoxisa,w-a-hoxis-a,w-a-hoxis-a,wa-hoxis-a
waahumusha,w-a-humush-a,w-a-humush-a,wa-humush-a
waajabula,w-a-jabul-a,w-a-jabul-a,wa-jabul-a
waajabulela,w-a-jabulel-a,w-a-jabulel-a,wa-jabulel-a
waajikijela,w-a-jikijel-a,w-a-jikijel-a,wa-jikijel-a
waajokola,w-a-jokol-a,w-a-jokol-a,wa-jokol-a
waajoyinwa,w-a-joyinw-a,w-a-joyinw-a,wa-joyinw-a
waakha,w-a-kh-a,w-a-kh-a,wa-kh-a
waakhala,w-a-khal-a,w-a-khal-a,wa-khal-a
waakhathazwa,w-a-khathazw-a,w-a-khathazw-a,wa-khathazw-a
waakhetha,w-a-kheth-a,w-a-kheth-a,wa-kheth-a
waakhethwa,w-a-khethw-a,w-a-khethw-a,wa-khethw-a
waakhipha,w-a-khiph-a,w-a-khiph-a,wa-khiph-a
waakhiqiza,w-a-khiqiz-a,w-a-khiqiz-a,wa-khiqiz-a
waakhohlisa,w-a-khohlis-a,w-a-khohlis-a,wa-khohlis-a
waakhohliswa,w-a-khohlisw-a,w-a-khohlisw-a,wa-khohlisw-a
waakhokhelwa,w-a-khokhelw-a,w-a-khokhelw-a,wa-khokhelw-a
waakhomba,w-a-khomb-a,w-a-khomb-a,wa-khomb-a
waakhonza,w-a-khonz-a,w-a-khonz-a,wa-khonz-a
waakhuleka,w-a-khulek-a,w-a-khulek-a,wa-khulek-a
waakhulekela,w-a-khulekel-a,w-a-khulekel-a,wa-khulekel-a
waakhuliswa,w-a-khulisw-a,w-a-khulisw-a,wa-khulisw-a
waakhulula,w-a-khulul-a,w-a-khulul-a,wa-khulul-a
waakhululwa,w-a-khululw-a,w-a-khululw-a,wa-khululw-a
waakhuluma,w-a-khulum-a,w-a-khulum-a,wa-khulum-a
waakhumbula,w-a-khumbul-a,w-a-khumbul-a,wa-khumbul-a
waakhumbuza,w-a-khumbuz-a,w-a-khumbuz-a,wa-khumbuz-a
waakhumula,w-a-khumul-a,w-a-khumul-a,wa-khumul-a
waakhuphuka,w-a-khuphuk-a,w-a-khuphuk-a,wa-khuphuk-a
waakhuthaza,w-a-khuthaz-a,w-a-khuthaz-a,wa-khuthaz-a
waakhuthazelela,w-a-khuthazelel-a,w-a-khuthazelel-a,wa-khuthazelel-a
waakhuthazwa,w-a-khuthazw-a,w-a-khuthazw-a,wa-khuthazw-a
waakhwelisa,w-a-khwelis-a,w-a-khwelis-a,wa-khwelis-a
waaklama,w-a-klam-a,w-a-klam-a,wa-klam-a
waaklebhula,w-a-klebhul-a,w-a-klebhul-a,wa-klebhul-a
waalahla,w-a-lahl-a,w-a-lahl-a,wa-lahl-a
waalahlekelwa,w-a-lahlekelw-a,w-a-lahlekelw-a,wa-lahlekelw-a
waalahlwa,w-a-lahlw-a,w-a-lahlw-a,wa-lahlw-a
waalala,w-a-lal-a,w-a-lal-a,wa-lal-a
waalalela,w-a-lalel-a,w-a-lalel-a,wa-lalel-a
waalandela,w-a-landel-a,w-a-landel-a,wa-landel-a
waalandelwa,w-a-landelw-a,w-a-landelw-a,wa-landelw-a
waalandisa,w-a-landis-a,w-a-landis-a,wa-landis-a
waalangazelela,w-a-langazelel-a,w-a-langazelel-a,wa-langazelel-a
waalawula,w-a-lawul-a,w-a-lawul-a,wa-lawul-a
waalengisa,w-a-lengis-a,w-a-lengis-a,wa-lengis-a
waalengiswa,w-a-lengisw-a,w-a-lengisw-a,wa-lengisw-a
waaletha,w-a-leth-a,w-a-leth-a,wa-leth-a
waalimaza,w-a-limaz-a,w-a-limaz-a,wa-limaz-a
waalinda,w-a-lind-a,w-a-lind-a,wa-lind-a
waalindela,w-a-lindel-a,w-a-lindel-a,wa-lindel-a
waalinganisa,w-a-linganis-a,w-a-linganis-a,wa-linganis-a
waaloba,w-a-lob-a,w-a-lob-a,wa-lob-a
waalondoloza,w-a-londoloz-a,w-a-londoloz-a,wa-londoloz-a
waaluleka,w-a-lulek-a,w-a-lulek-a,wa-lulek-a
waalungisisa,w-a-lungisis-a,w-a-lungisis-a,wa-lungisis-a
waalunywa,w-a-lunyw-a,w-a-lunyw-a,wa-lunyw-a
waalwa,w-a-lw-a,w-a-lw-a,wa-lw-a
waalwela,w-a-lwel-a,w-a-lwel-a,wa-lwel-a
waama,w-a-m-a,w-a-m-a,wa-m-a
waamangala,w-a-mangal-a,w-a-mangal-a,wa-mangal-a
waamangalelwa,w-a-mangalelw-a,w-a-mangalelw-a,wa-mangalelw-a
waambeka,w-a-mbek-a,w-a-mbek-a,wa-mbek-a
waamelela,w-a-melel-a,w-a-melel-a,wa-melel-a
waamema,w-a-mem-a,w-a-mem-a,wa-mem-a
waamemela,w-a-memel-a,w-a-memel-a,wa-memel-a
waamemeza,w-a-memez-a,w-a-memez-a,wa-memez-a
waamemezela,w-a-memezel-a,w-a-memezel-a,wa-memezel-a
waamisa,w-a-mis-a,w-a-mis-a,wa-mis-a
waamiswa,w-a-misw-a,w-a-misw-a,wa-misw-a
waamukela,w-a-mukel-a,w-a-mukel-a,wa-mukel-a
waanakekela,w-a-nakekel-a,w-a-nakekel-a,wa-nakekel-a
waangabaza,w-a-ngabaz-a,w-a-ngabaz-a,wa-ngabaz-a
waangena,w-a-ngen-a,w-a-ngen-a,wa-ngen-a
waangenela,w-a-ngenel-a,w-a-ngenel-a,wa-ngenel-a
waangungwa,w-a-ngungw-a,w-a-ngungw-a,wa-ngungw-a
waanika,w-a-nik-a,w-a-nik-a,wa-nik-a
waanikeza,w-a-nikez-a,w-a-nikez-a,wa-nikez-a
waanikezela,w-a-nikezel-a,w-a-nikezel-a,wa-nikezel-a
waanikezwa,w-a-nikezw-a,w-a-nikezw-a,wa-nikezw-a
waanikwa,w-a-nikw-a,w-a-nikw-a,wa-nikw-a
waanquma,w-a-nqum-a,w-a-nqum-a,wa-nqum-a
waanxusa,w-a-nxus-a,w-a-nxus-a,wa-nxus-a
waanyamalala,w-a-nyamalal-a,w-a-nyamalal-a,wa-nyamalal-a
waanyathelisa,w-a-nyathelis-a,w-a-nyathelis-a,wa-nyathelis-a
waapha,w-a-ph-a,w-a-ph-a,wa-ph-a
waaphakamisa,w-a-phakamis-a,w-a-phakamis-a,wa-phakamis-a
waaphakamisela,w-a-phakamisel-a,w-a-phakamisel-a,wa-phakamisel-a
waaphatha,w-a-phath-a,w-a-phath-a,wa-phath-a
waaphathisa,w-a-phathis-a,w-a-phathis-a,wa-phathis-a
waaphawula,w-a-phawul-a,w-a-phawul-a,wa-phawul-a
waaphazamisa,w-a-phazamis-a,w-a-phazamis-a,wa-phazamis-a
waaphelelwa,w-a-phelelw-a,w-a-phelelw-a,wa-phelelw-a
waaphendulela,w-a-phendulel-a,w-a-phendulel-a,wa-phendulel-a
waaphenya,w-a-pheny-a,w-a-pheny-a,wa-pheny-a
waaphetha,w-a-pheth-a,w-a-pheth-a,wa-pheth-a
waaphikelela,w-a-phikelel-a,w-a-phikelel-a,wa-phikelel-a
waaphila,w-a-phil-a,w-a-phil-a,wa-phil-a
waaphinda,w-a-phind-a,w-a-phind-a,wa-phind-a
waaphishekela,w-a-phishekel-a,w-a-phishekel-a,wa-phishekel-a
waaphiwa,w-a-phiw-a,w-a-phiw-a,wa-phiw-a
waaphoqelelwa,w-a-phoqelelw-a,w-a-phoqelelw-a,wa-phoqelelw-a
waaphulukisa,w-a-phulukis-a,w-a-phulukis-a,wa-phulukis-a
waaphuma,w-a-phum-a,w-a-phum-a,wa-phum-a
waaphumelela,w-a-phumelel-a,w-a-phumelel-a,wa-phumelel-a
waaphunyukwa,w-a-phunyukw-a,w-a-phunyukw-a,wa-phunyukw-a
waaphuthuma,w-a-phuthum-a,w-a-phuthum-a,wa-phuthum-a
waaprofetha,w-a-profeth-a,w-a-profeth-a,wa-profeth-a
waaqala,w-a-qala,w-a-qala,wa-qala
waaqalaza,w-a-qalaz-a,w-a-qalaz-a,wa-qalaz-a
waaqalekisa,w-a-qalekis-a,w-a-qalekis-a,wa-qalekis-a
waaqamba,w-a-qamb-a,w-a-qamb-a,wa-qamb-a
waaqaphela,w-a-qaphel-a,w-a-qaphel-a,wa-qaphel-a
waaqasha,w-a-qash-a,w-a-qash-a,wa-qash-a
waaqeda,w-a-qed-a,w-a-qed-a,wa-qed-a
waaqhathanisa,w-a-qhathanis-a,w-a-qhathanis-a,wa-qhathanis-a
waaqhekeza,w-a-qhekez-a,w-a-qhekez-a,wa-qhekez-a
waaqhelisa,w-a-qhelis-a,w-a-qhelis-a,wa-qhelis-a
waaqhosha,w-a-qhosh-a,w-a-qhosh-a,wa-qhosh-a
waaqhubeka,w-a-qhubek-a,w-a-qhubek-a,wa-qhubek-a
waaqikelela,w-a-qikelel-a,w-a-qikelel-a,wa-qikelel-a
waaqinisa,w-a-qinis-a,w-a-qinis-a,wa-qinis-a
waaqiniseka,w-a-qinisek-a,w-a-qinisek-a,wa-qinisek-a
waaqinisekisa,w-a-qinisekis-a,w-a-qinisekis-a,wa-qinisekis-a
waaqonda,w-a-qond-a,w-a-qond-a,wa-qond-a
waaqondisa,w-a-qondis-a,w-a-qondis-a,wa-qondis-a
waaqondiswa,w-a-qondisw-a,w-a-qondisw-a,wa-qondisw-a
waaqothula,w-a-qothul-a,w-a-qothul-a,wa-qothul-a
waasakaza,w-a-sakaz-a,w-a-sakaz-a,wa-sakaz-a
waasebenza,w-a-sebenz-a,w-a-sebenz-a,wa-sebenz-a
waasebenzisa,w-a-sebenzis-a,w-a-sebenzis-a,wa-sebenzis-a
waasekela,w-a-sekel-a,w-a-sekel-a,wa-sekel-a
waasekelwa,w-a-sekelw-a,w-a-sekelw-a,wa-sekelw-a
waasetshenziselwa,w-a-setshenziselw-a,w-a-setshenziselw-a,wa-setshenziselw-a
waasetshenziswa,w-a-setshenzisw-a,w-a-setshenzisw-a,wa-setshenzisw-a
waashaya,w-a-shay-a,w-a-shay-a,wa-shay-a
waashayela,w-a-shayel-a,w-a-shayel-a,wa-shayel-a
waashintsha,w-a-shintsh-a,w-a-shintsh-a,wa-shintsh-a
waashiswa,w-a-shisw-a,w-a-shisw-a,wa-shisw-a
waashiya,w-a-shiy-a,w-a-shiy-a,wa-shiy-a
waashiyela,w-a-shiyel-a,w-a-shiyel-a,wa-shiyel-a
waashona,w-a-shon-a,w-a-shon-a,wa-shon-a
waashumayela,w-a-shumayel-a,w-a-shumayel-a,wa-shumayel-a
waasibekela,w-a-sibekel-a,w-a-sibekel-a,wa-sibekel-a
waasikisela,w-a-sikisel-a,w-a-sikisel-a,wa-sikisel-a
waasilalela,w-a-silalel-a,w-a-silalel-a,wa-silalel-a
waasindisa,w-a-sindis-a,w-a-sindis-a,wa-sindis-a
waasingatha,w-a-singath-a,w-a-singath-a,wa-singath-a
waasiza,w-a-siz-a,w-a-siz-a,wa-siz-a
waasizwa,w-a-sizw-a,w-a-sizw-a,wa-sizw-a
waasola,w-a-sol-a,w-a-sol-a,wa-sol-a
waasondela,w-a-sondel-a,w-a-sondel-a,wa-sondel-a
waasukumela,w-a-sukumel-a,w-a-sukumel-a,wa-sukumel-a
waasula,w-a-sul-a,w-a-sul-a,wa-sul-a
waasungula,w-a-sungul-a,w-a-sungul-a,wa-sungul-a
waasungulwa,w-a-sungulw-a,w-a-sungulw-a,wa-sungulw-a
waasuthisa,w-a-suthis-a,w-a-suthis-a,wa-suthis-a
waatatazela,w-a-tatazel-a,w-a-tatazel-a,wa-tatazel-a
waathabatha,w-a-thabath-a,w-a-thabath-a,wa-thabath-a
waathanda,w-a-thand-a,w-a-thand-a,wa-thand-a
waathandaza,w-a-thandaz-a,w-a-thandaz-a,wa-thandaz-a
waathandazela,w-a-thandazel-a,w-a-thandazel-a,wa-thandazel-a
waathatha,w-a-thath-a,w-a-thath-a,wa-thath-a
waathathelwa,w-a-thathelw-a,w-a-thathelw-a,wa-thathelw-a
waathathwa,w-a-thathw-a,w-a-thathw-a,wa-thathw-a
waathembisa,w-a-thembis-a,w-a-thembis-a,wa-thembis-a
waathenga,w-a-theng-a,w-a-theng-a,wa-theng-a
waathethwa,w-a-thethw-a,w-a-thethw-a,wa-thethw-a
waathi,w-a-thi,w-a-thi,wa-thi
waathinta,w-a-thint-a,w-a-thint-a,wa-thint-a
waathobisa,w-a-thobis-a,w-a-thobis-a,wa-thobis-a
waathola,w-a-thol-a,w-a-thol-a,wa-thol-a
waatholakala,w-a-tholakal-a,w-a-tholakal-a,wa-tholakal-a
waatholwa,w-a-tholw-a,w-a-tholw-a,wa-tholw-a
waathuka,w-a-thuk-a,w-a-thuk-a,wa-thuk-a
waathulula,w-a-thulul-a,w-a-thulul-a,wa-thulul-a
waathululela,w-a-thululel-a,w-a-thululel-a,wa-thululel-a
waathuma,w-a-thum-a,w-a-thum-a,wa-thum-a
waathumba,w-a-thumb-a,w-a-thumb-a,wa-thumb-a
waathumela,w-a-thumel-a,w-a-thumel-a,wa-thumel-a
waathumelela,w-a-thumelel-a,w-a-thumelel-a,wa-thumelel-a
waathwala,w-a-thwal-a,w-a-thwal-a,wa-thwal-a
waathweswa,w-a-thwesw-a,w-a-thwesw-a,wa-thwesw-a
waatshala,w-a-tshal-a,w-a-tshal-a,wa-tshal-a
waatsheka,w-a-tshek-a,w-a-tshek-a,wa-tshek-a
waatshela,w-a-tshel-a,w-a-tshel-a,wa-tshel-a
waatshelwa,w-a-tshelw-a,w-a-tshelw-a,wa-tshelw-a
waatusa,w-a-tus-a,w-a-tus-a,wa-tus-a
waavala,w-a-val-a,w-a-val-a,wa-val-a
waavelelwa,w-a-velelw-a,w-a-velelw-a,wa-velelw-a
waaveza,w-a-vez-a,w-a-vez-a,wa-vez-a
waavikela,w-a-vikel-a,w-a-vikel-a,wa-vikel-a
waavivinywa,w-a-vivinyw-a,w-a-vivinyw-a,wa-vivinyw-a
waavula,w-a-vul-a,w-a-vul-a,wa-vul-a
waavuma,w-a-vum-a,w-a-vum-a,wa-vum-a
waavumela,w-a-vumel-a,w-a-vumel-a,wa-vumel-a
waavusa,w-a-vus-a,w-a-vus-a,wa-vus-a
waavuza,w-a-vuz-a,w-a-vuz-a,wa-vuz-a
waaxosha,w-a-xosh-a,w-a-xosh-a,wa-xosh-a
waaxwayisa,w-a-xwayis-a,w-a-xwayis-a,wa-xwayis-a
waaya,w-a-y-a,w-a-y-a,wa-y-a
waayala,w-a-yal-a,w-a-yal-a,wa-yal-a
waayaleza,w-a-yalez-a,w-a-yalez-a,wa-yalez-a
waayalwa,w-a-yalw-a,w-a-yalw-a,wa-yalw-a
waayeka,w-a-yek-a,w-a-yek-a,wa-yek-a
waayengela,w-a-yengel-a,w-a-yengel-a,wa-yengel-a
waayetha,w-a-yeth-a,w-a-yeth-a,wa-yeth-a
waayisa,w-a-yis-a,w-a-yis-a,wa-yis-a
waazala,w-a-zal-a,w-a-zal-a,wa-zal-a
waazalwa,w-a-zalw-a,w-a-zalw-a,wa-zalw-a
waazama,w-a-zam-a,w-a-zam-a,wa-zam-a
waazanga,w-a-zang-a,w-a-zang-a,wa-zang-a
waazibekela,w-a-zibekel-a,w-a-zibekel-a,wa-zibekel-a
waazingela,w-a-zingel-a,w-a-zingel-a,wa-zingel-a
waazonda,w-a-zond-a,w-a-zond-a,wa-zond-a
waazungezwa,w-a-zungezw-a,w-a-zungezw-a,wa-zungezw-a
waazuza,w-a-zuz-a,w-a-zuz-a,wa-zuz-a
waazwakalisa,w-a-zwakalis-a,w-a-zwakalis-a,wa-zwakalis-a
wabathobela,w-a-ba-thobel-a,w-a-ba-thobel-a,wa-ba-thobel-ak-eph-a
wabayakholwayo,w-aba-kholw-a-yo,w-aba-kholw-a-yo,w-aba-kholw-a-yo
wabayaphilayo,w-aba-phil-a-yo,w-aba-phil-a-yo-hhayi,w-aba-phil-a-yo
wabayasokayo,w-aba-sok-a-yo,w-aba-sok-a-yo,w-aba-sok-a-yo
wadumala,w-a-dumal-a,w-a-dumal-a,kakhulu
wakugcoba,w-a-ku-gcob-a,w-a-ku-gcob-a-waba,wa-ku-gcob-a
wammema,w-a-m-mem-a,w-a-m-mem-a,wa-m-mem-a
wammisa,w-a-m-mis-a,w-a-m-mis-a,wa-m-mis-a
wammukisa,w-a-m-mukis-a,w-a-m-mukis-a,wa-m-mukis-a
wanisela,w-a-ni-sel-a,w-a-ni-sel-a,wa-ni-sel-ak-eph-a
wawunetshe,w-a-wu-n-e-tshe,wawu-ne-tshe-boya,wawune-tshe
wehlule,w-ehlul-e,w-ehlul-e,ka-buhlungu
wengeza,w-engez-a,w-engez-a,amandla
wenjongo,we-n-jongo,we-n-jongo,enhle
wesabe,w-esab-e,w-esab-e,imiphumela
wesandlayonayo,we-s-andla-on-a-yo,we-s-andla-on-a-yo,we-sandla-on-a-yo
wobungani,w-obu-ng-an-i,w-obu-ng-an-i-phakathi,w-obungan-i
wokudla,wo-ku-dl-a,wo-ku-dl-a,wo-ku-dl-an-om-a
wokukhuluma,wo-ku-khulum-a,wo-ku-khulum-a,wo-ku-khulum-an-om-a
wokungathathi,wo-ku-nga-thath-i,wo-ku-nga-thath-i-hlangothi,wo-ku-nga-thath-i
wokushaqeka,wo-ku-shaqek-a,wo-ku-shaqek-a,wo-ku-shaqek-an-om-a
womsakazo,wo-m-sakazo,wo-m-sakazo,a-kw-azi
woyagulayo,w-o-gul-a-yo,w-o-gul-a-yo,w-o-gul-a-yo
wumkhuba,w-u-m-khuba,w-um-khuba,w-umkhuban-om-a
wummeli,w-u-m-meli,w-um-meli,w-ummeli
yaaba,y-a-b-a,y-a-b-a,ya-b-a
yaabamba,y-a-bamb-a,y-a-bamb-a,ya-bamb-a
yaabangela,y-a-bangel-a,y-a-bangel-a,ya-bangel-a
yaabangelwa,y-a-bangelw-a,y-a-bangelw-a,ya-bangelw-a
yaabeka,y-a-bek-a,y-a-bek-a,ya-bek-a
yaabethelwa,y-a-bethelw-a,y-a-bethelw-a,ya-bethelw-a
yaabhala,y-a-bhal-a,y-a-bhal-a,ya-bhal-a
yaabhalelwa,y-a-bhalelw-a,y-a-bhalelw-a,ya-bhalelw-a
yaabhodloza,y-a-bhodloz-a,y-a-bhodloz-a,ya-bhodloz-a
yaabhubhisa,y-a-bhubhis-a,y-a-bhubhis-a,ya-bhubhis-a
yaabhuntshisa,y-a-bhuntshis-a,y-a-bhuntshis-a,ya-bhuntshis-a
yaabika,y-a-bik-a,y-a-bik-a,ya-bik-a
yaabikezelwa,y-a-bikezelw-a,y-a-bikezelw-a,ya-bikezelw-a
yaabona,y-a-bon-a,y-a-bon-a,ya-bon-a
yaabonisa,y-a-bonis-a,y-a-bonis-a,ya-bonis-a
yaaboniswa,y-a-bonisw-a,y-a-bonisw-a,ya-bonisw-a
yaabopha,y-a-boph-a,y-a-boph-a,ya-boph-a
yaabulala,y-a-bulal-a,y-a-bulal-a,ya-bulal-a
yaacabangela,y-a-cabangel-a,y-a-cabangel-a,ya-cabangel-a
yaachaza,y-a-chaz-a,y-a-chaz-a,ya-chaz-a
yaachazwa,y-a-chazw-a,y-a-chazw-a,ya-chazw-a
yaachitha,y-a-chith-a,y-a-chith-a,ya-chith-a
yaacwilisa,y-a-cwilis-a,y-a-cwilis-a,ya-cwilis-a
yaafaka,y-a-fak-a,y-a-fak-a,ya-fak-a
yaafakazela,y-a-fakazel-a,y-a-fakazel-a,ya-fakazel-a
yaafakwa,y-a-fakw-a,y-a-fakw-a,ya-fakw-a
yaafanisa,y-a-fanis-a,y-a-fanis-a,ya-fanis-a
yaafihlwa,y-a-fihlw-a,y-a-fihlw-a,ya-fihlw-a
yaafinyelela,y-a-finyelel-a,y-a-finyelel-a,ya-finyelel-a
yaafisa,y-a-fis-a,y-a-fis-a,ya-fis-a
yaafukula,y-a-fukul-a,y-a-fukul-a,ya-fukul-a
yaafumana,y-a-fuman-a,y-a-fuman-a,ya-fuman-a
yaafuna,y-a-fun-a,y-a-fun-a,ya-fun-a
yaafunda,y-a-fund-a,y-a-fund-a,ya-fund-a
yaafundisa,y-a-fundis-a,y-a-fundis-a,ya-fundis-a
yaafundiswa,y-a-fundisw-a,y-a-fundisw-a,ya-fundisw-a
yaafunga,y-a-fung-a,y-a-fung-a,ya-fung-a
yaagcina,y-a-gcin-a,y-a-gcin-a,ya-gcin-a
yaagcizelela,y-a-gcizelel-a,y-a-gcizelel-a,ya-gcizelel-a
yaagcwala,y-a-gcwal-a,y-a-gcwal-a,ya-gcwal-a
yaagingqa,y-a-gingq-a,y-a-gingq-a,itshe
yaagunyaza,y-a-gunyaz-a,y-a-gunyaz-a,ya-gunyaz-a
yaahilwa,y-a-hilw-a,y-a-hilw-a,ya-hilw-a
yaahlanganisa,y-a-hlanganis-a,y-a-hlanganis-a,ya-hlanganis-a
yaahlanganiswa,y-a-hlanganisw-a,y-a-hlanganisw-a,ya-hlanganisw-a
yaahlatshwa,y-a-hlatshw-a,y-a-hlatshw-a,ya-hlatshw-a
yaahlela,y-a-hlel-a,y-a-hlel-a,ya-hlel-a
yaahlola,y-a-hlol-a,y-a-hlol-a,ya-hlol-a
yaakha,y-a-kh-a,y-a-kh-a,ya-kh-a
yaakhazimulisa,y-a-khazimulis-a,y-a-khazimulis-a,ya-khazimulis-a
yaakhetha,y-a-kheth-a,y-a-kheth-a,ya-kheth-a
yaakhipha,y-a-khiph-a,y-a-khiph-a,ya-khiph-a
yaakhokha,y-a-khokh-a,y-a-khokh-a,ya-khokh-a
yaakhulula,y-a-khulul-a,y-a-khulul-a,ya-khulul-a
yaakhumbuza,y-a-khumbuz-a,y-a-khumbuz-a,ya-khumbuz-a
yaakweleta,y-a-kwelet-a,y-a-kwelet-a,ya-kwelet-a
yaalahla,y-a-lahl-a,y-a-lahl-a,ya-lahl-a
yaalahlekelwa,y-a-lahlekelw-a,y-a-lahlekelw-a,ya-lahlekelw-a
yaalandela,y-a-landel-a,y-a-landel-a,inyama
yaalandisa,y-a-landis-a,y-a-landis-a,ya-landis-a
yaalawula,y-a-lawul-a,y-a-lawul-a,ya-lawul-a
yaaletha,y-a-leth-a,y-a-leth-a,ya-leth-a
yaalinda,y-a-lind-a,y-a-lind-a,ya-lind-a
yaalungisa,y-a-lungis-a,y-a-lungis-a,ya-lungis-a
yaamema,y-a-mem-a,y-a-mem-a,ya-mem-a
yaamemezela,y-a-memezel-a,y-a-memezel-a,ya-memezel-a
yaamisa,y-a-mis-a,y-a-mis-a,ya-mis-a
yaamiswa,y-a-misw-a,y-a-misw-a,ya-misw-a
yaamukela,y-a-mukel-a,y-a-mukel-a,ya-mukel-a
yaamukelwa,y-a-mukelw-a,y-a-mukelw-a,ya-mukelw-a
yaanandiswa,y-a-nandisw-a,y-a-nandisw-a,ya-nandisw-a
yaangenela,y-a-ngenel-a,y-a-ngenel-a,ya-ngenel-a
